1	0.03174
2	0.02726
3	0.02560
4	0.02543
5	0.02532
6	0.02524
7	0.02229
8	0.02188
9	0.02164
10	0.02157
11	0.02155
12	0.02153
13	0.02111
14	0.02097
15	0.02092
16	0.02085
17	0.02024
18	0.02013
19	0.01989
20	0.01961
21	0.01958
22	0.01918
23	0.01909
24	0.01884
25	0.01866
26	0.01864
27	0.01797
28	0.01776
29	0.01772
30	0.01752
31	0.01731
32	0.01727
33	0.01700
34	0.01659
35	0.01656
36	0.01622
37	0.01619
38	0.01606
39	0.01605
40	0.01578
41	0.01531
42	0.01478
43	0.01459
44	0.01452
45	0.01451
46	0.01439
47	0.01408
48	0.01379
49	0.01356
50	0.01317
51	0.01309
52	0.01288
53	0.01259
54	0.01249
55	0.01229
56	0.01223
57	0.01194
58	0.01161
59	0.01155
60	0.01146
61	0.01132
62	0.01130
63	0.01124
64	0.01082
65	0.01059
66	0.01052
67	0.01022
68	0.01021
69	0.01021
70	0.01007
71	0.00998
72	0.00993
73	0.00978
74	0.00976
75	0.00972
76	0.00966
77	0.00965
78	0.00961
79	0.00946
80	0.00946
81	0.00944
82	0.00944
83	0.00937
84	0.00937
85	0.00935
86	0.00932
87	0.00925
88	0.00916
89	0.00907
90	0.00898
91	0.00898
92	0.00897
93	0.00896
94	0.00873
95	0.00866
96	0.00859
97	0.00859
98	0.00859
99	0.00859
100	0.00858
101	0.00847
102	0.00830
103	0.00829
104	0.00825
105	0.00820
106	0.00817
107	0.00802
108	0.00801
109	0.00799
110	0.00796
111	0.00788
112	0.00787
113	0.00768
114	0.00768
115	0.00762
116	0.00752
117	0.00749
118	0.00747
119	0.00745
120	0.00742
121	0.00727
122	0.00722
123	0.00716
124	0.00711
125	0.00709
126	0.00701
127	0.00698
128	0.00696
129	0.00691
130	0.00689
131	0.00684
132	0.00684
133	0.00672
134	0.00671
135	0.00669
136	0.00669
137	0.00666
138	0.00664
139	0.00662
140	0.00661
141	0.00656
142	0.00637
143	0.00637
144	0.00634
145	0.00627
146	0.00618
147	0.00608
148	0.00605
149	0.00603
150	0.00587
151	0.00584
152	0.00583
153	0.00573
154	0.00571
155	0.00569
156	0.00562
157	0.00561
158	0.00561
159	0.00559
160	0.00557
161	0.00556
162	0.00555
163	0.00553
164	0.00553
165	0.00551
166	0.00551
167	0.00550
168	0.00549
169	0.00549
170	0.00548
171	0.00542
172	0.00542
173	0.00532
174	0.00528
175	0.00521
176	0.00520
177	0.00518
178	0.00518
179	0.00518
180	0.00513
181	0.00508
182	0.00506
183	0.00504
184	0.00502
185	0.00501
186	0.00501
187	0.00495
188	0.00487
189	0.00482
190	0.00482
191	0.00478
192	0.00478
193	0.00477
194	0.00474
195	0.00473
196	0.00472
197	0.00471
198	0.00470
199	0.00470
200	0.00466
201	0.00463
202	0.00462
203	0.00462
204	0.00461
205	0.00459
206	0.00453
207	0.00450
208	0.00450
209	0.00440
210	0.00436
211	0.00427
212	0.00427
213	0.00424
214	0.00423
215	0.00420
216	0.00418
217	0.00413
218	0.00409
219	0.00409
220	0.00403
221	0.00402
222	0.00399
223	0.00398
224	0.00396
225	0.00395
226	0.00393
227	0.00392
228	0.00391
229	0.00389
230	0.00389
231	0.00387
232	0.00386
233	0.00384
234	0.00383
235	0.00382
236	0.00382
237	0.00381
238	0.00381
239	0.00380
240	0.00375
241	0.00372
242	0.00371
243	0.00371
244	0.00371
245	0.00370
246	0.00368
247	0.00368
248	0.00366
249	0.00366
250	0.00366
251	0.00365
252	0.00364
253	0.00364
254	0.00363
255	0.00359
256	0.00359
257	0.00358
258	0.00358
259	0.00356
260	0.00353
261	0.00353
262	0.00350
263	0.00349
264	0.00349
265	0.00348
266	0.00348
267	0.00345
268	0.00344
269	0.00344
270	0.00341
271	0.00340
272	0.00339
273	0.00338
274	0.00338
275	0.00336
276	0.00336
277	0.00334
278	0.00333
279	0.00333
280	0.00332
281	0.00330
282	0.00330
283	0.00330
284	0.00329
285	0.00329
286	0.00329
287	0.00329
288	0.00328
289	0.00328
290	0.00324
291	0.00324
292	0.00323
293	0.00321
294	0.00321
295	0.00318
296	0.00317
297	0.00316
298	0.00315
299	0.00314
300	0.00313
301	0.00313
302	0.00312
303	0.00312
304	0.00310
305	0.00309
306	0.00308
307	0.00307
308	0.00305
309	0.00305
310	0.00304
